Event Name,AttendeeID,Event Start Date,Event Scheduled Start Time,Event Scheduled End Time,Event/Recording Scheduled Duration,Event Actual Start Time,Event Actual End Time,Event/Recording Actual Duration,User Type,Invited,Registered,Attended,Join Time,Leave Time,Attendance Duration,Attention to Duration ratio*,Attention to Attendance ratio**
Master the tidyverse - Session 3: importing and reshaping data,10,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:20 pm GMT,3:56 pm GMT,36.0 mins,25%,89%
Master the tidyverse - Session 3: importing and reshaping data,10,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:06 pm GMT,3:05 pm GMT,58.0 mins,45%,100%
Master the tidyverse - Session 3: importing and reshaping data,10,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,1:55 pm GMT,3:19 pm GMT,84.0 mins,7%,11%
Master the tidyverse - Session 3: importing and reshaping data,101,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:14 pm GMT,2:14 pm GMT,1.0 min,0%,100%
Master the tidyverse - Session 3: importing and reshaping data,104,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:10 pm GMT,3:57 pm GMT,106.0 mins,51%,63%
Master the tidyverse - Session 3: importing and reshaping data,9,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:07 pm GMT,3:56 pm GMT,109.0 mins,54%,65%
Master the tidyverse - Session 3: importing and reshaping data,100,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:12 pm GMT,2:13 pm GMT,1.0 min,0%,0%
Master the tidyverse - Session 3: importing and reshaping data,113,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:55 pm GMT,115.0 mins,41%,47%
Master the tidyverse - Session 3: importing and reshaping data,117,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:02 pm GMT,3:56 pm GMT,114.0 mins,23%,26%
Master the tidyverse - Session 3: importing and reshaping data,83,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:54 pm GMT,3:56 pm GMT,1.0 min,0%,0%
Master the tidyverse - Session 3: importing and reshaping data,83,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:54 pm GMT,3:18 pm GMT,24.0 mins,12%,67%
Master the tidyverse - Session 3: importing and reshaping data,15,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:02 pm GMT,3:57 pm GMT,115.0 mins,5%,6%
Master the tidyverse - Session 3: importing and reshaping data,37,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:18 pm GMT,3:56 pm GMT,37.0 mins,1%,4%
Master the tidyverse - Session 3: importing and reshaping data,37,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:06 pm GMT,3:18 pm GMT,72.0 mins,5%,10%
Master the tidyverse - Session 3: importing and reshaping data,108,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:55 pm GMT,3:56 pm GMT,61.0 mins,18%,38%
Master the tidyverse - Session 3: importing and reshaping data,102,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:02 pm GMT,3:57 pm GMT,114.0 mins,7%,8%
Master the tidyverse - Session 3: importing and reshaping data,75,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:06 pm GMT,3:56 pm GMT,109.0 mins,16%,19%
Master the tidyverse - Session 3: importing and reshaping data,123,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:56 pm GMT,116.0 mins,77%,87%
Master the tidyverse - Session 3: importing and reshaping data,121,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:57 pm GMT,117.0 mins,21%,24%
Master the tidyverse - Session 3: importing and reshaping data,19,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:05 pm GMT,3:57 pm GMT,111.0 mins,10%,12%
Master the tidyverse - Session 3: importing and reshaping data,46,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:56 pm GMT,115.0 mins,44%,50%
Master the tidyverse - Session 3: importing and reshaping data,44,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:25 pm GMT,3:14 pm GMT,49.0 mins,1%,4%
Master the tidyverse - Session 3: importing and reshaping data,80,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:00 pm GMT,3:56 pm GMT,116.0 mins,2%,3%
Master the tidyverse - Session 3: importing and reshaping data,28,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:11 pm GMT,3:57 pm GMT,105.0 mins,4%,5%
Master the tidyverse - Session 3: importing and reshaping data,95,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:19 pm GMT,3:57 pm GMT,37.0 mins,8%,28%
Master the tidyverse - Session 3: importing and reshaping data,95,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:16 pm GMT,3:19 pm GMT,3.0 mins,1%,34%
Master the tidyverse - Session 3: importing and reshaping data,95,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:05 pm GMT,3:08 pm GMT,3.0 mins,3%,100%
Master the tidyverse - Session 3: importing and reshaping data,95,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,3:04 pm GMT,3:04 pm GMT,1.0 min,0%,100%
Master the tidyverse - Session 3: importing and reshaping data,95,"January 31, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,3:57 pm GMT,131.0 mins,Attendee,No,No,Yes,2:01 pm GMT,3:01 pm GMT,59.0 mins,46%,100%
