Event Name,AttendeeID,Event Start Date,Event Scheduled Start Time,Event Scheduled End Time,Event/Recording Scheduled Duration,Event Actual Start Time,Event Actual End Time,Event/Recording Actual Duration,User Type,Invited,Registered,Attended,Join Time,Leave Time,Attendance Duration,Attention to Duration ratio*,Attention to Attendance ratio**
Master the tidyverse - session 5: iteration and tidying model output,42,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:42 pm GMT,162.0 mins,6%,7%
Master the tidyverse - session 5: iteration and tidying model output,2,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:23 pm GMT,2:37 pm GMT,13.0 mins,6%,78%
Master the tidyverse - session 5: iteration and tidying model output,25,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:25 pm GMT,3:59 pm GMT,93.0 mins,13%,24%
Master the tidyverse - session 5: iteration and tidying model output,25,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:23 pm GMT,2:24 pm GMT,1.0 min,0%,100%
Master the tidyverse - session 5: iteration and tidying model output,82,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:03 pm GMT,4:42 pm GMT,159.0 mins,14%,16%
Master the tidyverse - session 5: iteration and tidying model output,69,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:01 pm GMT,4:42 pm GMT,161.0 mins,26%,29%
Master the tidyverse - session 5: iteration and tidying model output,7,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,1:52 pm GMT,4:40 pm GMT,167.0 mins,86%,90%
Master the tidyverse - session 5: iteration and tidying model output,120,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:01 pm GMT,4:42 pm GMT,160.0 mins,7%,8%
Master the tidyverse - session 5: iteration and tidying model output,116,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:48 pm GMT,3:41 pm GMT,53.0 mins,1%,3%
Master the tidyverse - session 5: iteration and tidying model output,20,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:04 pm GMT,4:42 pm GMT,158.0 mins,81%,91%
Master the tidyverse - session 5: iteration and tidying model output,11,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,3:19 pm GMT,4:40 pm GMT,81.0 mins,22%,47%
Master the tidyverse - session 5: iteration and tidying model output,63,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:00 pm GMT,4:41 pm GMT,160.0 mins,67%,74%
Master the tidyverse - session 5: iteration and tidying model output,101,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,4:18 pm GMT,4:42 pm GMT,23.0 mins,0%,0%
Master the tidyverse - session 5: iteration and tidying model output,101,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,4:02 pm GMT,4:02 pm GMT,1.0 min,0%,100%
Master the tidyverse - session 5: iteration and tidying model output,101,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,3:16 pm GMT,3:59 pm GMT,43.0 mins,7%,30%
Master the tidyverse - session 5: iteration and tidying model output,87,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:27 pm GMT,4:23 pm GMT,116.0 mins,2%,4%
Master the tidyverse - session 5: iteration and tidying model output,28,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,1:58 pm GMT,3:59 pm GMT,120.0 mins,11%,16%
Master the tidyverse - session 5: iteration and tidying model output,52,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,1:57 pm GMT,4:21 pm GMT,144.0 mins,82%,100%
Master the tidyverse - session 5: iteration and tidying model output,111,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:29 pm GMT,4:42 pm GMT,132.0 mins,4%,6%
Master the tidyverse - session 5: iteration and tidying model output,31,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:51 pm GMT,4:42 pm GMT,111.0 mins,63%,100%
Master the tidyverse - session 5: iteration and tidying model output,31,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:00 pm GMT,2:29 pm GMT,28.0 mins,12%,76%
Master the tidyverse - session 5: iteration and tidying model output,113,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,1:46 pm GMT,4:27 pm GMT,161.0 mins,5%,6%
Master the tidyverse - session 5: iteration and tidying model output,118,"February 14, 2020 GMT",2:00 pm GMT,5:15 pm GMT,195.0 mins,1:46 pm GMT,4:42 pm GMT,176.0 mins,Attendee,No,No,Yes,2:03 pm GMT,4:41 pm GMT,157.0 mins,59%,66%
